0,1,2,3,4,5,6,7
0.06090483403926963,0.04699610096330464,0.0005829222382266255,0.04725947134520464,0.00771286494140993,0.03567569980815172,0.012816504068504882,6.690409797607227e-06
0.05574340742577223,0.043013380542685775,0.000533522048546396,0.04325443140069581,0.00705923231925657,0.032652335417630435,0.011730359655919797,6.123425916452601e-06
0.050833958735635426,0.20407711518056737,3.0512999170668094e-05,0.005539149217948476,0.0023920234146055474,0.006589644785647382,0.0016696924754574752,0.08651406115019036
0.02069375521149195,0.03946387164974863,0.0093217704795989,0.005823701228179924,0.045301465215443204,4.814970024521181e-05,0.000760853449357464,0.0254201024454026
0.05439403578019225,0.0007263034338162532,0.21097645226960496,0.0620432745498809,0.07739950679293116,0.00020941581221116683,0.025143710906377157,0.004498100029190086
0.15154609300478383,0.028703728921317846,0.15844668468617926,0.04873410827823114,0.04973439411817651,0.009267017814251424,0.01115257703602433,0.0063269233137206345
0.11274077103317189,0.15147393334243664,0.0006287019917359262,0.0034167397319868746,0.00040543088212699187,0.00010945181663380162,3.0668220642947577e-06,0.0029130966361243156
0.11132929923813972,0.009004625807697645,0.019541831311045966,0.008390973053926642,0.06516978203597364,0.13884609776649554,0.0038842847227384533,0.22664382370465094
0.007074136982559078,0.13084133609924986,0.011171845820854153,0.013518909071005456,0.0046502217852179666,0.031194314010624807,8.708126119896382e-06,0.07461355503311887
0.0022588755181618923,3.054774285570852e-05,0.004350284795475349,0.3824961322231154,0.07194096142931783,0.003341840560615455,0.03988116511711419,0.011598473906578085
0.096242041265263,0.03748733767158496,0.0007069037897961025,0.00034539500768299863,0.01135984859756065,0.012711871397651592,0.0026306626021829504,0.013273887930643513
0.0096363171400872,0.145126663676945,0.043875963455432807,0.0244074240780592,0.02807431154804975,0.009955964620791662,0.07606009709867591,0.1446012567719638
0.03750156564472619,0.007130748876633926,0.0809557022792316,0.0814941594228599,0.004546238475726839,0.2892091396709838,0.009677286438574016,0.13086818448072599
0.08317575311330179,0.01161196980005508,0.1316286456714283,0.013489575148854623,0.19430807137711992,0.01584246672337555,0.08746550941504615,0.009518720425546679
0.10727756393016806,0.03655750009882746,0.09090474406265091,0.0011790268078700054,0.05858534458650411,0.21958433502722555,1.5209720181512243e-05,0.03659626772649919
0.00926731869072565,0.010387683201060063,0.03797530678712706,0.08496416353953704,0.014895821200389885,0.07011212558746727,0.21126370813376627,0.027085303037095377
0.007506747315601238,0.042924324166958426,0.10805859264733483,0.15010854561439577,0.01727390291945078,0.0002157548607231409,0.007396315071540513,0.10702301835035964
0.021871504492511615,0.04847167789834842,0.004606115772915975,0.0024923959104973734,0.014259704184325896,0.05000492767294239,0.31137307221402705,9.460318638490972e-05
2.0214384376846388e-06,0.005971150925906171,0.0857034968936435,0.02104242437006629,0.3249308741764104,0.07442944694633223,0.1870672169263283,0.09239780803609059
