Id,gender,age,status,income,visitNo,method,timeSpend,location,membershipCard,itemPurchaseCoffee,itempurchaseCold,itemPurchasePastries,itemPurchaseJuices,itemPurchaseSandwiches,itemPurchaseOthers,spendPurchase,productRate,priceRate,promoRate,ambianceRate,wifiRate,serviceRate,chooseRate,promoMethodApp,promoMethodSoc,promoMethodEmail,promoMethodDeal,promoMethodFriend,promoMethodDisplay,promoMethodBillboard,promoMethodOthers,loyal,0,1,2,3,4,5,6,7
94,1,1,2,0,3,2,0,2,0,1,1,1,1,1,1,1,5,3,5,5,4,4,1,1,1,1,1,1,1,1,1,0,-0.45497060227386277,-0.49731006898033064,0.062204534261578716,0.12025498137516771,0.1255128776503937,0.22522074523123256,-0.33318988034409397,-0.009092199616344467
95,0,1,2,2,2,2,0,2,0,1,1,1,1,1,1,2,3,1,3,3,1,3,2,1,1,1,1,1,1,1,1,0,0.2570200894199045,-0.44023526382742223,-0.3114481545427641,0.1910059838600377,-0.123891762140751,-0.6953530932199258,-0.5566421480864381,0.33687380400912514
96,1,1,2,1,3,0,1,1,0,1,1,1,1,1,1,1,3,3,5,4,3,3,4,1,1,1,1,1,1,1,1,0,-0.004264080483155422,-0.7649903858329714,0.3472561168617862,-0.26681065146016114,-0.2728333986535177,-0.08556199521577848,0.682737528505484,-0.3426961181345347
97,1,1,1,0,3,2,0,2,1,1,1,1,1,1,1,1,3,3,1,4,3,4,4,1,1,1,1,1,1,1,1,0,-0.11092181237963301,-0.15873721287037232,0.29432408709436286,0.301702029233686,-0.22045576337211198,0.7783250843704056,-0.40541908954589795,0.7272217072498277
98,1,2,2,0,3,5,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,-0.014400911252010656,-0.6384135538239024,-1.9573290452630965,-0.9316212349831603,3.1880663057113687,1.3483436303746374,1.9082599107285154,1.2666852151916548
99,1,1,2,1,3,1,0,1,0,1,1,1,1,1,1,2,4,3,4,3,3,4,4,1,1,1,1,1,1,1,1,0,0.01884409959341525,-0.617797496002044,-0.1418429595135065,0.3539455887108204,-0.32507544229381613,0.08859245409196705,0.44474603595038337,-0.8084037974889131
100,0,2,2,0,3,1,1,2,0,1,1,1,1,1,1,1,4,2,3,4,4,4,4,1,1,1,1,1,1,1,1,0,0.39023969111806656,0.21778186017539203,-0.9449558410045966,-0.09951777441800469,0.22966053388907193,-0.19825984759475465,-0.19673190409853863,-0.5293354570695272
101,0,1,0,0,3,1,1,2,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,0,-0.27053106759332807,0.6725707449847692,-0.2781419868762676,0.25538982060657844,-0.23178450435792913,-0.07578974942776162,0.0013235840624922501,-0.15403757143008137
102,0,1,0,0,3,0,1,2,1,1,1,1,1,1,1,1,3,4,3,3,1,2,3,1,1,1,1,1,1,1,1,0,-0.29363924766989874,0.5253778551538419,0.21095708949902509,-0.3653664195644031,-0.17954246071763072,-0.24994419873550716,0.2393150766175929,0.31167010792429706
103,0,1,1,2,0,1,0,2,0,1,1,1,1,1,1,2,4,2,4,4,3,3,3,1,1,1,1,1,1,1,1,0,0.7946482844668491,0.2696447238912175,-0.4753350323829866,0.7500493127747367,-0.6915113045227606,-0.3113034452563205,-0.154560065449812,0.7187551542060272
104,0,2,2,1,1,0,2,2,1,1,1,1,1,1,1,3,4,5,5,4,4,3,3,1,1,1,1,1,1,1,1,0,0.647366807756059,-0.4212055882859302,-0.26389782773138243,-0.8641796883095143,0.05296515894466432,-0.3399878968661979,0.3448842129126093,-0.5085068189184474
105,0,0,0,0,3,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,-0.5325361493828203,1.4579511657641682,-0.33808659841663163,0.10268690078180293,-0.044418681747981345,-0.20153637630517027,0.047999077126236064,-0.6814925086683336
106,0,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,4,3,5,4,4,4,4,1,1,1,1,1,1,1,1,0,1.22702459438171,0.3417455265591003,-0.043863280341762734,0.9244483638147399,0.16901100657685597,-0.6951474242233863,0.09267059519690626,-0.24575803358414705
107,0,1,0,0,3,2,0,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,-0.46411047274604295,0.30126361337608776,0.11786444379673904,-0.12220646044960232,-0.010133602998425334,0.09326494174780615,-0.4729877077759378,0.2003949852391887
110,0,1,0,0,3,0,0,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,-0.29363924766989874,0.5253778551538419,0.21095708949902509,-0.3653664195644031,-0.17954246071763072,-0.24994419873550716,0.2393150766175929,0.31167010792429706
111,0,1,0,0,3,2,0,2,1,1,1,1,1,1,1,0,4,2,3,5,4,4,2,1,1,1,1,1,1,1,1,1,-0.46411047274604295,0.30126361337608776,0.11786444379673904,-0.12220646044960232,-0.010133602998425334,0.09326494174780615,-0.4729877077759378,0.2003949852391887
112,1,1,2,0,2,2,0,2,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,-0.45497060227386277,-0.49731006898033064,0.062204534261578716,0.12025498137516771,0.1255128776503937,0.22522074523123256,-0.33318988034409397,-0.009092199616344467
114,1,0,0,0,3,2,0,2,1,1,1,1,1,1,1,1,3,4,5,5,5,4,4,1,1,1,1,1,1,1,1,0,-1.0318959609604172,0.8180386674507272,0.08783483750618808,-0.005552420765146074,0.2860479383077219,0.20154750081592432,-0.2860409988755515,-0.3238550841127004
115,0,3,1,1,3,0,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1.4219902156450466,0.25286149575958755,1.2130519693187654,0.001125535787646792,-0.2130640882951121,0.4027735181499751,0.6452385549119519,0.16221363992127222
116,0,0,0,0,0,2,0,2,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,-0.7261155545355352,1.0866440341554868,0.057919832256375044,-0.2749093802743779,0.17723221961152247,-0.03248168512960248,-0.426312214712194,-0.3270599519990635
117,0,2,0,0,2,0,2,2,1,1,1,1,1,1,1,1,4,4,5,4,2,3,4,1,1,1,1,1,1,1,1,0,0.05221123414443378,0.6005572859961236,-0.3702818498443305,-0.6933784969045245,0.25507181557675074,-0.27034091444039976,0.04173297686136068,0.1490642750267475
118,0,3,1,1,2,0,2,1,0,1,1,1,1,1,1,2,3,3,5,3,2,4,4,1,1,1,1,1,1,1,1,0,1.4219902156450466,0.25286149575958755,1.2130519693187654,0.001125535787646792,-0.2130640882951121,0.4027735181499751,0.6452385549119519,0.16221363992127222
119,0,1,2,0,2,0,2,1,0,1,1,1,1,1,1,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0.021281029227163337,-0.004590460497816862,0.12538217471405175,-0.3922619372488648,-0.1527116987650111,-0.3520175811976075,0.23884168821279425,0.09897805518240081
120,0,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,4,1,1,1,1,1,1,1,1,1,-0.29363924766989874,0.5253778551538419,0.21095708949902509,-0.3653664195644031,-0.17954246071763072,-0.24994419873550716,0.2393150766175929,0.31167010792429706
121,1,1,2,0,3,2,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,-0.45497060227386277,-0.49731006898033064,0.062204534261578716,0.12025498137516771,0.1255128776503937,0.22522074523123256,-0.33318988034409397,-0.009092199616344467
122,0,1,2,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,2,1,1,1,1,1,1,1,1,1,0.4274913144960487,-0.21612102204966804,-0.21835550884047805,-0.052153975254763035,-0.29330061985995637,-1.0385622337032392,0.15566063630709265,0.44814892669423356
